,position_detail_symbol,position_detail_report_date,position_detail_position_symbol,position_detail_name,position_detail_value,position_detail_amount,position_detail_value_percent,position_detail_net_value_percent,position_detail_stat_date,position_detail_type,position_detail_investment_type
1111,260108.OF,2020-04-20,600276.SH,恒瑞医药,87514048.64,999932.0,0.00528,0.5,2019-12-31,股票,0.0
1112,260108.OF,2020-04-20,600009.SH,上海机场,7875000.0,100000.0,0.000475,0.04,2019-12-31,股票,0.0
1113,260108.OF,2020-04-20,300750.SZ,宁德时代,53200000.0,500000.0,0.00321,0.3,2019-12-31,股票,0.0
1114,260108.OF,2020-04-20,190304.IB,19进出04,110187000.0,1100000.0,0.215744,0.63,2019-12-31,债券,0.0
1115,260108.OF,2020-04-20,002973.SZ,侨银股份,6578.04,1146.0,0.0,0.0,2019-12-31,股票,0.0
1116,260108.OF,2020-04-20,002311.SZ,海大集团,719997192.0,19999922.0,0.043439,4.11,2019-12-31,股票,0.0
1117,260108.OF,2020-04-20,002142.SZ,宁波银行,337800000.0,12000000.0,0.02038,1.93,2019-12-31,股票,0.0
1118,260108.OF,2020-04-20,000651.SZ,格力电器,590220000.0,9000000.0,0.035609,3.37,2019-12-31,股票,0.0
1119,260108.OF,2020-04-20,000333.SZ,美的集团,699000000.0,12000000.0,0.042172,3.99,2019-12-31,股票,0.0
1120,260108.OF,2020-08-24,688377.SH,迪威尔,129619.48,7894.0,9e-06,0.0,2020-06-30,股票,0.0
1121,260108.OF,2020-08-24,605166.SH,聚合顺,26009.85,1641.0,2e-06,0.0,2020-06-30,股票,0.0
1122,260108.OF,2020-08-24,603882.SH,金域医学,26847852.0,299976.0,0.001785,0.17,2020-06-30,股票,0.0
1123,260108.OF,2020-08-24,601100.SH,恒立液压,40092782.0,499910.0,0.002666,0.25,2020-06-30,股票,0.0
1124,260108.OF,2020-08-24,600436.SH,片仔癀,51075000.0,300000.0,0.003396,0.32,2020-06-30,股票,0.0
1125,260108.OF,2020-08-24,600009.SH,上海机场,410785378.77,5699811.0,0.027316,2.56,2020-06-30,股票,0.0
1126,260108.OF,2020-08-24,300847.SZ,中船汉光,9861.74,1421.0,1e-06,0.0,2020-06-30,股票,0.0
1127,260108.OF,2020-08-24,300843.SZ,胜蓝股份,7517.51,751.0,0.0,0.0,2020-06-30,股票,0.0
1128,260108.OF,2020-08-24,300840.SZ,酷特智能,7038.9,1185.0,0.0,0.0,2020-06-30,股票,0.0
1129,260108.OF,2020-08-24,300839.SZ,博汇股份,11751.82,502.0,1e-06,0.0,2020-06-30,股票,0.0
1130,260108.OF,2020-08-24,300824.SZ,北鼎股份,26789.34,1954.0,2e-06,0.0,2020-06-30,股票,0.0
1131,260108.OF,2020-08-24,002714.SZ,牧原股份,209100000.0,2550000.0,0.013905,1.3,2020-06-30,股票,0.0
1132,260108.OF,2020-08-24,000858.SZ,五粮液,1522968000.0,8900000.0,0.101273,9.49,2020-06-30,股票,0.0
1133,260108.OF,2020-08-24,000333.SZ,美的集团,777267189.87,12999953.0,0.051686,4.84,2020-06-30,股票,0.0
1134,260108.OF,2020-08-24,688600.SH,皖仪科技,84754.0,5468.0,6e-06,0.0,2020-06-30,股票,0.0
1135,260108.OF,2020-08-24,688466.SH,金科环境,179547.13,4907.0,1.2e-05,0.0,2020-06-30,股票,0.0
1136,260108.OF,2020-08-24,688310.SH,迈得医疗,123144.84,3276.0,8e-06,0.0,2020-06-30,股票,0.0
1137,260108.OF,2020-08-24,603899.SH,晨光文具,655192028.4,11999854.0,0.043569,4.08,2020-06-30,股票,0.0
1138,260108.OF,2020-08-24,603288.SH,海天味业,597120000.0,4800000.0,0.039707,3.72,2020-06-30,股票,0.0
1139,260108.OF,2020-08-24,600887.SH,伊利股份,778250000.0,25000000.0,0.051752,4.85,2020-06-30,股票,0.0
1140,260108.OF,2020-08-24,600809.SH,山西汾酒,217500000.0,1500000.0,0.014463,1.36,2020-06-30,股票,0.0
1141,260108.OF,2020-08-24,600519.SH,贵州茅台,1565281600.0,1070000.0,0.104087,9.75,2020-06-30,股票,0.0
1142,260108.OF,2020-08-24,600276.SH,恒瑞医药,875244718.4,9482608.0,0.058201,5.45,2020-06-30,股票,0.0
1143,260108.OF,2020-08-24,600031.SH,三一重工,487760000.0,26000000.0,0.032435,3.04,2020-06-30,股票,0.0
1144,260108.OF,2020-08-24,300845.SZ,捷安高科,8286.1,470.0,1e-06,0.0,2020-06-30,股票,0.0
1145,260108.OF,2020-08-24,300842.SZ,帝科股份,18527.6,455.0,1e-06,0.0,2020-06-30,股票,0.0
1146,260108.OF,2020-08-24,300760.SZ,迈瑞医疗,467337957.9,1528747.0,0.031077,2.91,2020-06-30,股票,0.0
1147,260108.OF,2020-08-24,300347.SZ,泰格医药,50937147.36,499972.0,0.003387,0.32,2020-06-30,股票,0.0
1148,260108.OF,2020-08-24,002415.SZ,海康威视,667699301.95,21999977.0,0.0444,4.16,2020-06-30,股票,0.0
1149,260108.OF,2020-08-24,002142.SZ,宁波银行,307356583.16,11699908.0,0.020438,1.92,2020-06-30,股票,0.0
1150,260108.OF,2020-08-24,000860.SZ,顺鑫农业,68373834.76,1199962.0,0.004547,0.43,2020-06-30,股票,0.0
1151,260108.OF,2020-08-24,000568.SZ,泸州老窖,1184560000.0,13000000.0,0.07877,7.38,2020-06-30,股票,0.0
1152,260108.OF,2020-08-24,688568.SH,中科星图,178634.2,11020.0,1.2e-05,0.0,2020-06-30,股票,0.0
1153,260108.OF,2020-08-24,688528.SH,秦川物联,94458.21,8337.0,6e-06,0.0,2020-06-30,股票,0.0
1154,260108.OF,2020-08-24,688277.SH,天智航,106072.4,8810.0,7e-06,0.0,2020-06-30,股票,0.0
1155,260108.OF,2020-08-24,688177.SH,百奥泰,1719609.16,30158.0,0.000114,0.01,2020-06-30,股票,0.0
1156,260108.OF,2020-08-24,688027.SH,国盾量子,102389.4,2830.0,7e-06,0.0,2020-06-30,股票,0.0
1157,260108.OF,2020-08-24,603259.SH,药明康德,570710095.2,5907972.0,0.037951,3.56,2020-06-30,股票,0.0
1158,260108.OF,2020-08-24,603087.SH,甘李药业,107922.8,1076.0,7e-06,0.0,2020-06-30,股票,0.0
1159,260108.OF,2020-08-24,601888.SH,中国中免,1417076000.0,9200000.0,0.094232,8.83,2020-06-30,股票,0.0
1160,260108.OF,2020-08-24,600956.SH,新天绿能,12766.32,2533.0,1e-06,0.0,2020-06-30,股票,0.0
1161,260108.OF,2020-08-24,600036.SH,招商银行,279876000.0,8300000.0,0.018611,1.74,2020-06-30,股票,0.0
1162,260108.OF,2020-08-24,300846.SZ,首都在线,3811.47,1131.0,0.0,0.0,2020-06-30,股票,0.0
1163,260108.OF,2020-08-24,300832.SZ,新产业,151871.58,882.0,1e-05,0.0,2020-06-30,股票,0.0
1164,260108.OF,2020-08-24,300498.SZ,温氏股份,43600000.0,2000000.0,0.002899,0.27,2020-06-30,股票,0.0
1165,260108.OF,2020-08-24,200201.IB,20国开01,360504000.0,3600000.0,1.0,2.25,2020-06-30,债券,0.0
1166,260108.OF,2020-08-24,002311.SZ,海大集团,951796287.98,19999922.0,0.063292,5.93,2020-06-30,股票,0.0
1167,260108.OF,2020-08-24,000596.SZ,古井贡酒,811279473.6,5399890.0,0.053948,5.05,2020-06-30,股票,0.0
